source,suspicion_score,confidence_tier,n_supporting_sources,wallet,condition_id,market_question,size_usd_approx,direction,outcome_resolved,onchain_flags_count,onchain_wallet_concentration,onchain_size_percentile,onchain_win_aligned,flags,ts_lower,ts_upper,evidence_urls
onchain,1.0,,1,0x2cce1a0e06140940f2c0ac316d72980ae7a2f4e0,0x8f97d034bbf01cd874af524cefc6d83deaa25373c1ab4545a81589a4d3d2b2a8,Will a Democrat win North Carolina Presidential Election?,25424.178653000003,BUY,,6,1.0,99.69652381828215,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x9d7b24b16a0417080e4149f493d61b096e4b104e,0x362c61cfb577a719526b03e7596a3ef3d6d9aadf5292e2e2391c2cdf62892730,Fed increases interest rates by 25+ bps after July 2025 meeting?,47904.402080000014,SELL,,6,1.0,99.69547011800532,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xd0fc2a8919031e50984585d0b3cbe4a6c33cc1e8,0x61801e7de8cc5b1659f50ddf3d277d5bf82c67319fbdcde561fb3c16a89d251d,Will the price of Bitcoin be greater than $120K on July 27 at 5PM ET?,110581.13765999998,BUY,,6,1.0,100.0,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x7903e4db88f247a9f71e54a72416283e7deee8a1,0x37e570f6defa9b72e96c7166d96fdc7b56a074010c5a305fbfa2731cbcdc6756,Espresso FDV above $300M one day after launch?,11920.972768000005,BUY,,6,1.0,99.34065934065934,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xf43842aca68209bd8bd3b4cfae00a32053769559,0xf64498a1700f91963506f4802eb8573e6eee0cd4ed8e1deebc09542bd605f74b,"UFC Fight Night: Mandel Nallo vs. Jai Herbert (Lightweight, Main Card)",16017.494967999999,BUY,,6,1.0,98.52579852579852,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x614ef98a8be021de3a974942b2fb98794ff34f1b,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,520271.5190839999,BUY,,6,1.0,99.88207547169812,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xba389f76b0119aed07c53c9029852664bd97e406,0xf64498a1700f91963506f4802eb8573e6eee0cd4ed8e1deebc09542bd605f74b,"UFC Fight Night: Mandel Nallo vs. Jai Herbert (Lightweight, Main Card)",12702.766784000003,BUY,,6,1.0,98.15724815724816,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xcb1007092b55e8f8499131f2a9d94d3e0a52c547,0x2b5af4a5a0ccabd73488b24bf185366a4991503a9ef823341d45bcf784291d01,Kings vs. Celtics,61525.33698800001,BUY,,6,1.0,99.14691943127963,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x50dd33cc84634442bfe02c3a1005832af5399c04,0x7533173253d5573ca8132c9f595e5387476185c6690e1e12fab00784a2717ea5,Will Elon tweet 150–164 times June 27–July 4?,11963.910034,BUY,,6,1.0,99.49409780775717,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xcfa714d7720c4fc45ee4919876413362aad047d9,0xbcb1ccc6cd8b664b323566205d2200c6411ae3758afe830c157a692a7e99d44a,Trail Blazers vs. Hornets,22500.0,BUY,,6,1.0,99.04679376083189,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x6c566eee8932f8db9c09ac47781d1f5aec04ca1d,0xbcb1ccc6cd8b664b323566205d2200c6411ae3758afe830c157a692a7e99d44a,Trail Blazers vs. Hornets,14400.0,BUY,,6,1.0,98.44020797227037,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x398dafc40ced1757f33a263d809f18666ba5c7c3,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,579519.6836950001,BUY,,6,1.0,99.94103773584906,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x582d1d4fcf6db1034095de81af146ddb510494b7,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,14120.959880000002,BUY,,6,1.0,95.34198113207547,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x6ae4262882a7b2f61ab762f30416b8fd6d8aeb3f,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,93636.69853,BUY,,6,1.0,99.46933962264151,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x8795bcb2fe129d1ea3e3d73bc13a3d8078047544,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,53460.013211000005,BUY,,6,0.9624582264913688,98.82075471698113,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xc851cd9bee7d262afd78674f861f9f576a12cd2a,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,35639.30465,BUY,,6,0.9151888605455281,97.81839622641509,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x532f334c56d35bd9122aaf296983faf6e2b6e626,0xc9cc4d1c87953038066caff9a9e2fd6c1e21faf8f1e7927ad5b331de62e63ba8,Bitcoin Up or Down on March 4?,10518.636037999999,BUY,,6,1.0,97.19101123595506,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x0a8b99c3dd627dec5895feb92f6176012e7072eb,0x8f97d034bbf01cd874af524cefc6d83deaa25373c1ab4545a81589a4d3d2b2a8,Will a Democrat win North Carolina Presidential Election?,11764.705881,BUY,,6,1.0,99.44822512414935,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x0a3e1094e983c9c55adc9fccd7be7b5b837fdb8b,0x8f97d034bbf01cd874af524cefc6d83deaa25373c1ab4545a81589a4d3d2b2a8,Will a Democrat win North Carolina Presidential Election?,170930.912976,BUY,,6,1.0,99.98160750413831,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x3d6f958a366ed5d6bcde346ef43b61f97006fd16,0x0c8ad9a71972fd2983a76a4243f3719e4b5bb0d82cc92eb01c7ee6617fb2c970,Will MicroStrategy purchase Bitcoin July 1-7?,23347.8284,BUY,,6,1.0,99.84998846065082,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xc7bc494ed3d4558b72aab49a0f60df71fa8a6099,0x8f97d034bbf01cd874af524cefc6d83deaa25373c1ab4545a81589a4d3d2b2a8,Will a Democrat win North Carolina Presidential Election?,17453.205504000016,BUY,,6,1.0,99.6045613389737,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xf88f44466f42aaa753c4b428f13fb30e9658c334,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,22484.82328,BUY,,6,1.0,96.52122641509435,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x4d3e59470cd241c4382cabbd2bfd10037cce58c7,0x5a280ba3fbf1cfaee1ca4a955d67c5ab9ed3ba10c5b0bfc7e733474cf3708f22,Israel x Hamas ceasefire before May?,38845.26581099999,BUY,,6,0.995046377443192,99.92088607594937,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xd28e607b987dca18eb4fd06ac81186d548c02f42,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,69908.21819999997,BUY,,6,1.0,98.25581395348837,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xf0ca28d5b0141f0a8e7b251dea80fd881cb166ed,0x7d53d12e1771ecfe5bd8c7685e097dcdaabeaa3e84f3002792d64e59237f33c3,Will Alphabet be the second-largest company in the world by market cap on February 28?,11949.006640000001,BUY,,6,1.0,99.67320261437908,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xfffadf38a520cd5a0035ff52d7fceb436a08864b,0x8f97d034bbf01cd874af524cefc6d83deaa25373c1ab4545a81589a4d3d2b2a8,Will a Democrat win North Carolina Presidential Election?,271789.135955,BUY,,6,1.0,99.99080375206916,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x07a2b2c09f10ee0978f5e939d26391ca466feea4,0x3f816d82200f0198e72df1175e21d9f757e274307a5f93d075e3c14c7f9a4377,Will the Toronto Maple Leafs win the 2025 Stanley Cup?,29638.516520000005,BUY,,6,1.0,99.79166666666667,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x4ce73141dbfce41e65db3723e31059a730f0abad,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,14786.99,BUY,,6,1.0,94.11337209302324,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xd5ece8e58bce60807cdb5f72464b423c0de57b2e,0xfccc16f3bba1210d40db55ee1b71c741be5b14dc3512aba5dc32de5c6e0c4bde,Will Bad Bunny be the top Spotify artist for 2025?,35257.56848,BUY,,6,1.0,99.74866478165254,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x80e9d5d164d0917299c9efb18a739338c6cd7967,0xa3f428ef5a0323ed2ab7a71de29768bb7dc3cbabf516697dd3173053e79c4be5,Ethereum Up or Down on December 30?,28146.258571000024,BUY,,6,0.851888989846045,99.70149253731343,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x2adf85be1f25a77ca407cf031bd00d735c05d89c,0xfb929941242c96f8147d05b7585e4ae31513c82c2f84e69f748c3cf515f39f12,Will Bitcoin dip to $103K September 1–7?,19506.710717,BUY,,6,1.0,94.20289855072464,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x6cbbdaf7e3e780ecbfa0048bf0e1f35c57db89ab,0x0567bc02ff9c9e48029c8a1dc889d9748d394fc38ab12493046b9831abd349fd,Will the candidate from the People Power Party win the South Korean Presidential Election?,46859.031984,BUY,,6,1.0,99.76717112922002,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x242642fcc37e6f079219a545867921dd682ad3e5,0x67d7e1b3c2ad0e34e96b69da21be5a24c6d5b26d93683a255beb1c7d6079c23a,Will MrBeast's next video get between 90 and 100 million views on week 1?,11705.342892,BUY,,6,1.0,97.20670391061452,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x9703676286b93c2eca71ca96e8757104519a69c2,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,71886.55986599997,BUY,,6,0.8720217467742337,98.40116279069767,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x88b6e6704a2c3bdff2a7b21ce6b1b2e8f3343cff,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,22505.73418,BUY,,6,0.9029840399300872,95.63953488372093,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xa0f5829d5e2df767b18ba5afc6c367f839c0d81b,0x008af4e889a49d8d0e20d79993b0419f79e7d802be2cbfd8ccc53c7bf718922c,Bucks vs. Pacers,38721.652742,BUY,,6,1.0,98.4186046511628,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x10b30364936b03d26b3fd01a63d1f991454b40d4,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,20913.244807000006,BUY,,6,1.0,95.27616279069767,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xb57a6e67c1d397cddd68845a4c01b4860cfbb8c3,0xd461c402f04f24792655537d27afa7054ad8d968eae10747f000a82251117cf0,Celtics vs. Heat,50612.94410800002,BUY,,6,0.8918852487232058,99.44466481554939,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x9b336ad454a86a4966d0c2054db0eff99e24b005,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,20513.3896,BUY,,6,1.0,95.20348837209302,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x9066aa36696ef7ad9efbf35ea2b2b5535197c20a,0x027c6ca9b9ee0964617a218ec86a6bc4c3ee24109863da4a976afd955fce89c7,"Will the price of Bitcoin be above $114,000 on October 18?",13302.186160000003,BUY,,6,1.0,97.74436090225564,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xba559d9bebb63fa43fef7bb243eedf1f9932d9f3,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,13037.290385999997,SELL,,6,1.0,93.96802325581395,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xf83eb91d77cb7141e41e1ca7592e49fa2fc0fe3a,0xfccc16f3bba1210d40db55ee1b71c741be5b14dc3512aba5dc32de5c6e0c4bde,Will Bad Bunny be the top Spotify artist for 2025?,35632.0,BUY,,6,1.0,99.78008168394597,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xd1ecfa3e7d221851663f739626dcd15fca565d8e,0x8f97d034bbf01cd874af524cefc6d83deaa25373c1ab4545a81589a4d3d2b2a8,Will a Democrat win North Carolina Presidential Election?,44998.363303000006,BUY,,6,1.0,99.84366378517565,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xbddf61af533ff524d27154e589d2d7a81510c684,0x2b5af4a5a0ccabd73488b24bf185366a4991503a9ef823341d45bcf784291d01,Kings vs. Celtics,255156.90360000075,BUY,,6,1.0,99.81042654028435,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xc875f0ea191447bb5d8ab87db36ee83e724702bd,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,10901.125361999997,BUY,,6,1.0,93.1686046511628,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xeae71b3df17b5c45e67b63cd271ac077657b1884,0xf732bd37df7cfe40314ed25589bf9132468ad54e7d601dae69e8038b751990ab,Park Sung-jae in jail by October 31?,16851.433999999997,BUY,,6,1.0,98.23321554770318,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x2cc0cd338a2ce6a17f6c398f4a2c671e3885f722,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,31546.859999999997,BUY,,6,1.0,96.7296511627907,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xa8f6989443930086c1f2ca4294f03370bd4b3cd9,0x8f97d034bbf01cd874af524cefc6d83deaa25373c1ab4545a81589a4d3d2b2a8,Will a Democrat win North Carolina Presidential Election?,50525.78141699993,SELL,,6,1.0,99.86205628103734,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xcd4b9c5fa0051c150b7cf2d420e2af6112e95ea1,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,26307.751248,BUY,,6,1.0,96.14825581395348,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x0c0e270cf879583d6a0142fc817e05b768d0434e,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,126481.50873300001,BUY,,6,0.997665297562597,99.49127906976744,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x99dd407b80e45874638d783f54b0d8c097544303,0xe5e57a570056e363a16129a3985cedcdfcb484d0d799a5f527a43baf31a11bf9,"Will the US next strike Iran on February 21, 2026 (ET)?",60859.83924000001,BUY,,6,1.0,99.78714346530438,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x51729bf1b339d1c55216a01b087684e4e565ac35,0xc141b55ef76f20021f9539fa376b30a2c56e6ec2ee9b621a8a291771161e6d21,"Will the price of Ethereum be above $2,200 on February 9?",15096.792972999998,BUY,,6,1.0,99.74424552429667,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xffc3110e8d6aec37db769c0994261412f8879d58,0xe5e57a570056e363a16129a3985cedcdfcb484d0d799a5f527a43baf31a11bf9,"Will the US next strike Iran on February 21, 2026 (ET)?",94252.85342000001,BUY,,6,1.0,99.87228607918263,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x24ded84d901a743cfee095f8082b0f9f647183cb,0xfccc16f3bba1210d40db55ee1b71c741be5b14dc3512aba5dc32de5c6e0c4bde,Will Bad Bunny be the top Spotify artist for 2025?,18325.995887000005,BUY,,6,0.9703543392475384,98.86899151743637,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xb8f9217870323a0a8ab94a0ffeefea43f27855f0,0x7533173253d5573ca8132c9f595e5387476185c6690e1e12fab00784a2717ea5,Will Elon tweet 150–164 times June 27–July 4?,14740.287408000002,BUY,,6,1.0,99.71894322653176,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x22b7a4a639929bc3fc82e774d982c36ab04ab260,0x0567bc02ff9c9e48029c8a1dc889d9748d394fc38ab12493046b9831abd349fd,Will the candidate from the People Power Party win the South Korean Presidential Election?,16688.249480000002,BUY,,6,1.0,99.18509895227008,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x4b2995b6c8cc2cf56899ad62ee87c3f70c97716f,0xfccc16f3bba1210d40db55ee1b71c741be5b14dc3512aba5dc32de5c6e0c4bde,Will Bad Bunny be the top Spotify artist for 2025?,24808.05574000001,BUY,,6,1.0,99.3402450518379,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x2a923d2f6edbc894e76357104e654b27a0d9071e,0x73fb0d0a80b3a8d43c8e3dfd68e365bcb52cb255e933d7b187202ebdacb1578d,"Will the price of Bitcoin be above $96,000 on December 2?",14776.287444,BUY,,6,1.0,98.83720930232558,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x538097d7b841c35d99de7be4aa9352a962ca28de,0x8f97d034bbf01cd874af524cefc6d83deaa25373c1ab4545a81589a4d3d2b2a8,Will a Democrat win North Carolina Presidential Election?,43095.73388200008,SELL,,6,1.0,99.8344675372448,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x2999a151d1081c4828ab78879a1218b7a37d3589,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,15835.264920000001,BUY,,6,1.0,95.57783018867924,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x1c3cdc2caa24eeb9434100f82ac32c22a26b1b01,0x2758b209d0ce348873b100c1205c2e3c2449222f211e4e9857e29e3071a65fad,Will a Democrat win Virginia Presidential Election?,12636.495262000002,BUY,,6,1.0,93.82267441860465,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x6e115e11e78e2f1e52c157b66f8fdc568029b846,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,38356.14664,BUY,,6,1.0,98.05424528301887,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x8fba2c29715c41dd87e781c23373aa1e0549d08a,0x0a875cad6cd91ff8786a612d5f791fa98cb4d55015157a91b8459027e9c51708,Cubs vs. Brewers,49115.20717000007,BUY,,6,1.0,98.34586466165413,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xc5bc38be98f5aacb1dd1aae9c79294d6fbdcc11a,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,37002.0,BUY,,6,1.0,97.93632075471697,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xda737a656dd487c3ba95d6577d1fec2c61414d41,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,50098.4266,BUY,,6,1.0,98.58490566037736,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0xda475f640892d0014c086b7e4f25317f5778f40a,0xfccc16f3bba1210d40db55ee1b71c741be5b14dc3512aba5dc32de5c6e0c4bde,Will Bad Bunny be the top Spotify artist for 2025?,12448.39182,BUY,,6,1.0,98.05215205780709,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x6af52598ec28938870dcda398c0f7e05441a42ce,0x0e1e558714cd622f7adaab08f9e252e290f7fd99e6ef2e91f7dffe938cceefca,Will the price of Solana be above $120 on January 27?,17753.840757999984,BUY,,6,1.0,99.81203007518798,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x4d98a43ca05d2c6196bc3a347da60d280572daae,0x7590f51f00a87c7bc60cf740f43b1ca4a97c5e9ad583cf4cf94379508d0a067b,Andy Byron out as Astronomer CEO by next Friday?,26352.963325999997,BUY,,6,0.9998482374486573,97.16981132075472,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
onchain,1.0,,1,0x85ed6354cdedb65c1d54b848c5ef1541efb95aa4,0x6cf3987128ef2424eefe80ade1ca390a88d4d1f08ae5d970fbf4d4179cce6ce1,Will Lazarus Chakwera win the 2025 Malawi presidential election?,10377.653898999999,BUY,,6,1.0,98.54227405247813,True,fresh_wallet;single_market;large_first_position;win_aligned_top;directional;early_timing,,,
